key,affiliation,uni?
homepages/b/HannahBast,"University of Freiburg, Germany",True
homepages/b/RainerBischoff2,"Bundeswehr University Munich, Intelligent Robots Laboratory, Germany",True
homepages/b/ThomasMBreuel,"University of Kaiserslautern, Germany",True
homepages/b/OliverBrock,"Technical University of Berlin, Department of Electrical Engineering and Computer Science, Germany",True
homepages/b/JMBuhmann,"University of Bonn, Germany",True
homepages/b/SBerchtold,"Ludwig Maximilian University of Munich, Germany",True
homepages/b/DirkBeyer1,"LMU Munich, Germany",True
homepages/b/DirkBeyer1,"University of Passau, Faculty of Computer Science and Mathematics, Germany",True
homepages/b/DirkBeyer1,"Brandenburg Technical University at Cottbus, Germany",True
homepages/b/WTBalke,"Braunschweig University of Technology, Germany",True
homepages/b/MRBerthold,"University of Konstanz, Germany",True
homepages/b/LBeringer,"Ludwig Maximilian University of Munich, Germany",True
homepages/b/LOBurchard,"Technical University of Berlin, Department of Mathematics, Germany",True
homepages/b/IngoBrunkhorst,"L3S Research Center, Hanover, Germany",True
homepages/b/BBeckert,"Karlsruhe Institute of Technology, Germany",True
homepages/b/ManfredBroy,"Technical University Munich, Germany",True
homepages/b/MichaelBackes1,"Saarland University, Computer Science Department, Saarbrücken, Germany",True
homepages/b/WBrauer,"Technical University Munich, Germany",True
homepages/b/RolfBackofen,"University of Freiburg, Germany",True
homepages/b/RolfBackofen,"Saarland University, Saarbrücken, Germany",True
homepages/175/3379,"University of Konstanz, Germany",True
homepages/175/6121,"Saarland University, Germany",True
homepages/50/7968,"Ruhr-Universität Bochum, Germany",True
homepages/50/7968,"Technical University Munich, Germany",True
homepages/50/5895,"University of Mannheim, Germany",True
homepages/50/11059,"University of Mannheim, Data and Web Science Group, Germany",True
homepages/50/10771,"Saarland University, Department of Mathematics, Germany",True
homepages/50/10771,"University of Freiburg, Department of Computer Science, Germany",True
homepages/50/4003,"University of Stuttgart, Institute for Parallel and Distributed Systems, Germany",True
homepages/50/10639,"University of Tübingen, Germany",True
homepages/50/254,"TU Munich, Germany",True
homepages/50/6445-1,"Munich University of Applied Sciences, Germany",True
homepages/50/6445-1,"DHBW-Loerrach, Germany",True
homepages/50/6445-1,"Karlsruhe Institute of Technology, Germany",True
homepages/50/6445-2,"University of Rostock, Institute for Biostatistics and Informatics in Medicine and Ageing Research, Germany",True
homepages/57/4063-3,"University of Heidelberg, Department of Cardiac Surgery, Germany",True
homepages/57/4357,"University of Leipzig, Germany",True
homepages/57/2997-2,"University of Karlsruhe, Germany",True
homepages/166/3188-1,"TU Dresden, Germany",True
homepages/76/311,"University of Siegen, Germany",True
homepages/76/5938,"University of Paderborn, Germany",True
homepages/76/20,"Technical University Munich, Germany",True
homepages/76/7597,"Saarland University, Saarland Informatics Campus, Saarbrücken, Germany",True
homepages/76/501-2,"RWTH Aachen University, Germany",True
homepages/76/3199,"University of Mannheim, Research Group Data and Web Science, Germany",True
homepages/76/5590,"University of Bonn, Institute of Computer Science, Germany",True
homepages/76/4631-1,"Freiberg University of Mining and Technology, Institute of Informatics, Germany",True
homepages/76/4631-1,"University of Lübeck, International School of New Media, Germany",True
homepages/76/4631-1,"University of Bielefeld, Faculty of Technology, Germany",True
homepages/76/2247,"Saarland University, Saarbrücken, Germany",True
homepages/76/744-1,"Technical University of Munich, Germany",True
homepages/76/4926,"University of Oldenburg, Germany",True
homepages/76/1660,"Dresden University of Technology, Germany",True
homepages/76/1660,"Bielefeld University, Germany",True
homepages/76/462,"Technical University Munich, Germany",True
homepages/76/4015-1,"Saarland University, Saarbrücken, Germany",True
homepages/76/3237,"Dresden University of Technology, Germany",True
homepages/76/4693,"Heidelberg University, Germany",True
homepages/76/8485,"University of Bonn, Institute of Computer Science, Germany",True
homepages/76/8485,"Ruhr University of Bochum, Institute for Neural Computation, Germany",True
homepages/76/1674,"Universität Siegen, Germany",True
homepages/76/3160-1,"University of Jena, Germany",True
homepages/76/8365,"Technical University Munich, Germany",True
homepages/82/2200,"University of Bremen, Germany",True
homepages/82/6843-1,"Saarland University, Saarbrücken, Germany",True
homepages/82/6572,"Heidelberg University, Germany",True
homepages/82/3735,"Hochschule Hof, Germany",True
homepages/82/69,"TU Dortmund, Department of Computer Science, Germany",True
homepages/82/5643,"Humboldt University of Berlin, Germany",True
homepages/82/4703,"University of Bayreuth, Department of Computer Science, Germany",True
homepages/82/4703,"University of Karlsruhe, Department of Computer Science, Germany",True
homepages/82/1511-1,"University of Konstanz, Germany",True
homepages/82/2301,"University of Koblenz-Landau, Koblenz, Germany",True
homepages/82/2301,"University of Oldenburg, Germany",True
homepages/18/6315-4,"University of Bamberg, Political Theory Group, Germany",True
homepages/18/6315-4,"University of Bayreuth, Philosophy Department, Germany",True
homepages/18/4529,"University of Heidelberg, Interdisciplinary Center for Scientific Computing, Germany",True
homepages/18/7794,"University of Kiel, Germany",True
homepages/18/1411-4,"University of Düsseldorf, Germany",True
homepages/18/1185,"Universität Bielefeld, Germany",True
homepages/18/30,"University of Hagen, Germany",True
homepages/18/190,"Otto-von-Guericke University of Magdeburg, Germany",True
homepages/18/5025,"University of Tübingen, Department of Computer Science, Germany",True
homepages/18/1811-1,"Saarland University, Saarbrücken, Germany",True
homepages/18/5413,"University of Paderborn, Heinz Nixdorf Institute, Germany",True
homepages/18/6339-7,"Bundeswehr University, Munich, Germany",True
homepages/18/2478,"Ludwig Maximilian University of Munich, Germany",True
homepages/209/6857,"Stuttgart Media University, Germany",True
homepages/209/6857,"University of Mannheim, Germany",True
homepages/w/ChristophWalther,"Darmstadt University of Technology, Germany",True
homepages/w/IpkeWachsmuth,"Bielefeld University, Germany",True
homepages/w/MartinWirsing,"Ludwig Maximilian University of Munich, Germany",True
homepages/w/CAWichert,"University of Passau, Germany",True
homepages/w/ThomasWilke,"University of Kiel, Germany",True
homepages/w/AndreasWeber4,"University of Bonn, Institute of Computer Science, Germany",True
homepages/w/AndreasWeber4,"University of Tübingen, Department of Computer Science, Germany",True
homepages/w/RWiehagen,"Kaiserslautern University of Technology, Germany",True
homepages/w/ClausPeterWirth,"Saarland University, Saarbrücken, Germany",True
homepages/w/AldovonWangenheim,"University of Kaiserslautern, Germany",True
homepages/w/KarstenWeihe,"Darmstadt University of Technology, Germany",True
homepages/w/StefanWrobel,"University of Bonn, Germany",True
homepages/w/DorotheaWagner,"Karlsruhe Institute of Technology, Germany",True
homepages/w/HeinzJWeber,"University of Trier, Germany",True
homepages/w/ThomasWeis,"Saarland University, Saarbrücken, Germany",True
homepages/w/EgonWanke,"University of Düsseldorf, Germany",True
homepages/w/GerhardWeber2,"Technical University of Dresden, Institute for Applied Computer Science, Germany",True
homepages/w/GerhardWeber2,"Christian Albrechts-University of Kiel, Multimedia Campus, Germany",True
homepages/w/GerhardWeber2,"Harz University of Applied Sciences, Germany",True
homepages/w/GerhardWeber2,"University of Stuttgart, Institute of Computer Science, Germany",True
homepages/w/WolfgangWahlster,"Saarland University, Saarbrücken, Germany",True
homepages/w/GJWoeginger,"RWTH Aachen University, Department of Computer Science, Germany",True
homepages/w/EdgarWingender,"University of Göttingen, Germany",True
homepages/w/ZhengWang2,"Technical University of Munich, Germany",True
homepages/w/LizheWang,"Karlsruhe Institute of Technology, Germany",True
homepages/w/DanielWeiskopf,"University of Stuttgart, Germany",True
homepages/w/JorgWurtz,"Saarland University, Saarbrücken, Germany",True
homepages/w/MarkusWenzel,"TU München, Garching, Germany",True
homepages/w/GerdWagner,"Brandenburg University of Technology, Cottbus, Germany",True
homepages/w/GerdWagner,"University of Leipzig, Germany",True
homepages/w/GerdWagner,"Free University of Berlin, Germany",True
homepages/w/JensHWeberJahnke,"University of Paderborn, Department of Computer Science, Germany",True
homepages/w/MatthiasWimmer,"Technical University Munich, Germany",True
homepages/w/HWedekind,"University of Erlangen-Nuremberg, Germany",True
homepages/w/WolfgangWorndl,"Technical University Munich, Germany",True
homepages/w/KlausWWagner,"University of Würzburg, Germany",True
homepages/w/VWeispfenning,"University of Passau, Germany",True
homepages/w/JoachimWeickert,"Saarland University, Saarbrücken, Germany",True
homepages/179/2652,"University of Mannheim, Data and Web Science Group, Germany",True
homepages/178/8806,"University of Trier, Germany",True
homepages/178/8990,"Karlsruhe Institute of Technology, Germany",True
homepages/163/8088,"University of Wuerzburg, Germany",True
homepages/163/5141,"Technische Universität Dresden, Germany",True
homepages/172/9071,"Carl von Ossietzky Universität Oldenburg, Germany",True
homepages/133/2024,"Technical University Munich, Germany",True
homepages/133/7761,"University of Freiburg, Department of Computer Science, Germany",True
homepages/133/2485,"University of Trier, Germany",True
homepages/133/8864,"Braunschweig University of Technology, Germany",True
homepages/60/1028,"Braunschweig University of Technology, Germany",True
homepages/60/9162,"TU Darmstadt, Germany",True
homepages/60/2536-27,"University of Passau, ACTLab, Passau, Germany",True
homepages/60/1272,"Technischen Universität München, Germany",True
homepages/60/5813,"Heidelberg University, Interdisciplinary Center for Scientific Computing, Germany",True
homepages/60/3725,"Saarland University, Saarbrücken, Germany",True
homepages/60/2246,"Goethe University Frankfurt am Main, Germany",True
homepages/60/6559,"Institute for Combustion Technology, RWTH Aachen, Aachen, Germany",True
homepages/60/247,"University of Oldenburg, Germany",True
homepages/60/10825,"Technical University of Munich, Germany",True
homepages/60/11171,"University of Stuttgart, Germany",True
homepages/60/5911,"TU Darmstadt, Germany",True
homepages/60/8154,"Universität Stuttgart, Germany",True
homepages/60/1310,"fortiss GmbH, Munich, Germany",True
homepages/53/2766-3,"University of Cologne, Institute for Theoretical Physics, Germany",True
homepages/53/2766-3,"University of Freiburg, Institute for Physics, Germany",True
homepages/53/2766-3,"Technical University Braunschweig, Institute for Mathematical Physics, Germany",True
homepages/53/2766-3,"Leibniz University Hannover, Institute for Theoretical Physics, Germany",True
homepages/53/9859,"RWTH Aachen University, Germany",True
homepages/53/9716,"University of Wuerzburg, Germany",True
homepages/53/4856,"University of Paderborn, Germany",True
homepages/205/9000,"Technische Universität Darmstadt, Germany",True
homepages/92/1927-1,"Technische Universität Ilmenau, Germany",True
homepages/92/3643,"University of Osnabrück, Germany",True
homepages/92/8176,"Karlsruhe Institute of Technology, Germany",True
homepages/92/1704-2,"Technical University of Munich, Germany",True
homepages/92/3686,"University of Düsseldorf, Germany",True
homepages/92/7454,"RWTH Aachen University, Germany",True
homepages/92/2695,"University of Jena, Germany",True
homepages/92/10006,"Bielefeld University, CITEC, Germany",True
homepages/92/260,"Heidelberg University, Germany",True
homepages/92/2576-1,"Jacobs University, Bremen, Germany",True
homepages/33/2631,"Universität Heidelberg, Germany",True
homepages/33/7963,"Karlsruhe Institute of Technology, Germany",True
homepages/33/2110,"University of Paderborn, Department of Computer Science, Germany",True
homepages/33/2110,"FU Berlin, Department of Mathematics and Computer Science, Germany",True
homepages/33/389,"University of Lübeck, Institute of Medical Engineering (IMT), Germany",True
homepages/33/223,"University of Kassel, Germany",True
homepages/33/915,"TU Ilmenau, Department of Computer Science and Automatation, Germany",True
homepages/33/4876,"Universität Koblenz-Landau, Germany",True
homepages/94/6462,"Saarland University, Saarbrücken, Germany",True
homepages/94/6884,"University of Ulm, Germany",True
